CODI_CICLE_FORMATIU,NOM_CICLE_FORMATIU,CODI_ADAPTACIO_CURRICULAR,HORES_CICLE_FORMATIU,DATA_INICI_CICLE_FORMATIU,DATA_FI_CICLE_FORMATIU,CODI_MODUL,NOM_MODUL,DURADA_MIN_MODUL,DURADA_MAX_MODUL,DATA_INICI_MODUL,DATA_FI_MODUL,CODI_UNITAT_FORMATIVA,NOM_UNITAT_FORMATIVA,DURADA_UNITAT_FORMATIVA,INDICADOR_FCT,INDICADOR_SINTESIS,INDICADOR_IDIOMA,INDICADOR_PROJECTE
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10001,MP1. Tractament de textos,165,165,25/02/13,,AF1000101,UF1. Equips i programari de tractament de textos,15,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10001,MP1. Tractament de textos,165,165,25/02/13,,AF1000102,UF2. Digitalització de textos,50,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10001,MP1. Tractament de textos,165,165,25/02/13,,AF1000103,UF3. Tractament digital de textos,80,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10001,MP1. Tractament de textos,165,165,25/02/13,,AF1000104,UF4. Aplicació de normes de correcció,20,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10002,MP2. Tractament d'imatges en mapa de bits,231,264,01/03/13,,AF1000201,UF1. Classificació i preparació d'originals d'imatge,20,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10002,MP2. Tractament d'imatges en mapa de bits,231,264,01/03/13,,AF1000202,UF2. Obtenció d'imatges digitals,40,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10002,MP2. Tractament d'imatges en mapa de bits,231,264,01/03/13,,AF1000203,UF3. Ajust dimensional i tonal de les imatges,80,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10002,MP2. Tractament d'imatges en mapa de bits,231,264,01/03/13,,AF1000204,UF4. Realització de fotomuntatges,60,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10002,MP2. Tractament d'imatges en mapa de bits,231,264,01/03/13,,AF1000205,UF5. Obtenció de proves de color,31,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10003,MP3. Imposició i obtenció digital de la forma impressora,99,132,01/03/13,,AF1000301,UF1. Traçat i imposició digital,40,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10003,MP3. Imposició i obtenció digital de la forma impressora,99,132,01/03/13,,AF1000302,UF2. Obtenció digital de formes impressores,59,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10004,MP4. Impressió digital,132,165,01/03/13,,AF1000401,UF1. Tractament de la informació digital,25,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10004,MP4. Impressió digital,132,165,01/03/13,,AF1000402,"UF2. Preparació de matèries primeres, consumibles i equips d'impressió digital",47,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10004,MP4. Impressió digital,132,165,01/03/13,,AF1000403,"UF3. Impressió, acabats i manteniment preventiu amb dispositius digitals",60,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10005,MP5. Compaginació,165,165,01/03/13,,AF1000501,UF1. Elaboració de maquetes i fulls d'estil,25,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10005,MP5. Compaginació,165,165,01/03/13,,AF1000502,UF2. Compaginació de productes editorials,60,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10005,MP5. Compaginació,165,165,01/03/13,,AF1000503,UF3. Compaginació de productes extraeditorials,60,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10005,MP5. Compaginació,165,165,01/03/13,,AF1000504,UF4. Correcció de proves de compaginades,20,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10006,MP6. Il·lustració vectorial,99,99,01/03/13,,AF1000601,UF1. Imatges vectorials i retolació,40,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10006,MP6. Il·lustració vectorial,99,99,01/03/13,,AF1000602,UF2. Composició infogràfica i il·lustració,59,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10007,MP7. Identificació de materials en preimpressió,132,132,01/03/13,,AF1000701,UF1. Processos i productes gràfics,32,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10007,MP7. Identificació de materials en preimpressió,132,132,01/03/13,,AF1000702,UF2. Formes impressores i emulsions,20,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10007,MP7. Identificació de materials en preimpressió,132,132,01/03/13,,AF1000703,UF3. Suports d'impressió,60,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10007,MP7. Identificació de materials en preimpressió,132,132,01/03/13,,AF1000704,UF4. Tintes d'impressió,20,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10008,MP8. Realització de publicacions electròniques,165,198,01/03/13,,AF1000801,"UF1. Preparació d'arxius de text, d'imatge, vídeo i so",15,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10008,MP8. Realització de publicacions electròniques,165,198,01/03/13,,AF1000802,UF2. Realització d'animacions,30,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10008,MP8. Realització de publicacions electròniques,165,198,01/03/13,,AF1000803,UF3. Creació i publicació de pàgines web,40,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10008,MP8. Realització de publicacions electròniques,165,198,01/03/13,,AF1000804,UF4. Compaginació i publicació de llibres electrònics,60,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10008,MP8. Realització de publicacions electròniques,165,198,01/03/13,,AF1000805,UF5. Realització de productes multimèdia,20,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10009,MP9. Formació i orientació laboral,99,99,01/03/13,,AF1000901,UF1. Incorporació al treball,66,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10009,MP9. Formació i orientació laboral,99,99,01/03/13,,AF1000902,UF2. Prevenció de riscos laborals,33,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10010,MP10. Empresa i iniciativa emprenedora,66,66,01/03/13,,AF1001001,UF1. Empresa i iniciativa emprenedora,66,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10011,MP11. Anglès tècnic,99,99,01/03/13,,AF1001101,UF1. Anglès tècnic,99,N,N,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10012,MP12. Síntesi,66,66,01/03/13,,AF1001201,UF1. Síntesi,66,N,S,N,N
CFPM    AF10,Preimpressió digital,00,2000,25/02/13,,AF10013,MP13. Formació en centres de treball,350,350,01/03/13,,AF1001301,Formació en centres de treball,350,S,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20001,MP1. Preparació i regulació de màquines òfset,231,231,11/03/13,,AF2000101,UF1. Processos en productes gràfics,55,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20001,MP1. Preparació i regulació de màquines òfset,231,231,11/03/13,,AF2000102,UF2. Manteniment de la màquina òfset,25,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20001,MP1. Preparació i regulació de màquines òfset,231,231,11/03/13,,AF2000103,UF3. Alimentació i registre del suport en òfset,60,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20001,MP1. Preparació i regulació de màquines òfset,231,231,11/03/13,,AF2000104,UF4. Regulació dels cilindres,31,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20001,MP1. Preparació i regulació de màquines òfset,231,231,11/03/13,,AF2000105,UF5. Regulació de la bateria i el grup d'humectació,60,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20002,MP2. Desenvolupament de la tirada òfset,231,264,11/03/13,,AF2000201,UF1. Registre en l'imprès,35,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20002,MP2. Desenvolupament de la tirada òfset,231,264,11/03/13,,AF2000202,UF2. Entonació i equilibri aigua-tinta,46,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20002,MP2. Desenvolupament de la tirada òfset,231,264,11/03/13,,AF2000203,UF3. Obtenció del full validat,60,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20002,MP2. Desenvolupament de la tirada òfset,231,264,11/03/13,,AF2000204,UF4. Realització i control de la tirada,90,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20003,MP3. Impressió en flexografia,132,132,11/03/13,,AF2000301,UF1. Preparació de la màquina de flexografia,60,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20003,MP3. Impressió en flexografia,132,132,11/03/13,,AF2000302,UF2. Realització i control de la tirada en flexografia,72,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20004,MP4. Impressió en serigrafia,165,198,11/03/13,,AF2000401,UF1. Realització de la pantalla,40,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20004,MP4. Impressió en serigrafia,165,198,11/03/13,,AF2000402,UF2. Impressió en serigrafia amb màquina plana i rotativa,75,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20004,MP4. Impressió en serigrafia,165,198,11/03/13,,AF2000403,UF3. Impressió tèxtil en serigrafia,50,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20005,MP5. Impressió digital,132,165,11/03/13,,AF2000501,UF1. Tractament de la informació digital,25,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20005,MP5. Impressió digital,132,165,11/03/13,,AF2000502,UF2. Preparació de matèries primeres i equips d'impressió digital,47,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20005,MP5. Impressió digital,132,165,11/03/13,,AF2000503,"UF3. Impressió, acabats i manteniment preventiu amb dispositius digitals",60,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20006,MP6. Preparació de materials per a impressió,231,231,11/03/13,,AF2000601,UF1. Suports paperers,60,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20006,MP6. Preparació de materials per a impressió,231,231,11/03/13,,AF2000602,UF2. Cartró ondulat i suports no paperers.,35,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20006,MP6. Preparació de materials per a impressió,231,231,11/03/13,,AF2000603,UF3. Formes impressores,50,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20006,MP6. Preparació de materials per a impressió,231,231,11/03/13,,AF2000604,UF4. Tintes per a impressió,36,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20006,MP6. Preparació de materials per a impressió,231,231,11/03/13,,AF2000605,UF5. Preparació de tintes,30,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20006,MP6. Preparació de materials per a impressió,231,231,11/03/13,,AF2000606,UF6. Preparació de solucions d'humectació,20,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20007,MP7. Impressió en rotogravat i tampografia,66,99,,26/08/16,12,FFF,20,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20008,MP8. Formació i orientació laboral,99,99,11/03/13,,AF2000801,UF1. Incorporació al treball,66,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20008,MP8. Formació i orientació laboral,99,99,11/03/13,,AF2000802,UF2. Prevenció de riscos laborals,33,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20009,MP9. Empresa i iniciativa emprenedora,66,66,11/03/13,,AF2000901,UF1. Empresa i iniciativa emprenedora,66,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20010,MP10. Anglès tècnic,99,99,11/03/13,,AF2001001,UF1. Anglès tècnic,99,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20011,MP11. Síntesi,66,66,11/03/13,,AF2001101,UF1. Síntesi,66,N,S,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20012,MP12. Formació en centres de treball,350,350,11/03/13,,AF2001201,Formació en centres de treball,350,S,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20013,MP7. Impressió en baix relleu,66,99,26/08/16,,AF2001301,UF1. Impressió en rotogravat,36,N,N,N,N
CFPM    AF20,Impressió gràfica,00,2000,25/02/13,,AF20013,MP7. Impressió en baix relleu,66,99,26/08/16,,AF2001302,UF2. Impressió en tampografia,30,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21001,MP1. Preparació i regulació de màquines òfset,165,165,14/11/13,,AF2100101,UF1. Processos en productes gràfics,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21001,MP1. Preparació i regulació de màquines òfset,165,165,14/11/13,,AF2100102,UF2. Regulació del marcador i dispositius d'acabat,62,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21001,MP1. Preparació i regulació de màquines òfset,165,165,14/11/13,,AF2100103,UF3. Regulació dels cilindres,20,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21001,MP1. Preparació i regulació de màquines òfset,165,165,14/11/13,,AF2100104,UF4. Regulació de la bateria i el grup d'humectació,50,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21002,MP2. Desenvolupament de la tirada òfset,132,132,14/11/13,,AF2100201,UF1. Registre en l'imprès,20,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21002,MP2. Desenvolupament de la tirada òfset,132,132,14/11/13,,AF2100202,UF2. Entonació i equilibri aigua-tinta,32,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21002,MP2. Desenvolupament de la tirada òfset,132,132,14/11/13,,AF2100203,UF3. Obtenció del full validat,30,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21002,MP2. Desenvolupament de la tirada òfset,132,132,14/11/13,,AF2100204,UF4. Realització i control de la tirada òfset,50,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21003,MP3. Impressió en flexografia,231,231,14/11/13,,AF2100301,UF1. Procés d' impressió en flexografia,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21003,MP3. Impressió en flexografia,231,231,14/11/13,,AF2100302,UF2. Regulació del pas del suport en flexografia,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21003,MP3. Impressió en flexografia,231,231,14/11/13,,AF2100303,UF3. Regulació dels cossos impressors en flexografia,45,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21003,MP3. Impressió en flexografia,231,231,14/11/13,,AF2100304,UF4. Operacions d' entonació i registre en flexografia,40,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21003,MP3. Impressió en flexografia,231,231,14/11/13,,AF2100305,UF5. Realització i control de la tirada en flexografia,55,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21003,MP3. Impressió en flexografia,231,231,14/11/13,,AF2100306,UF6. Operacions de conversió en màquines flexogràfiques,25,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21004,MP4. Impressió en serigrafia,132,132,14/11/13,,AF2100401,UF1. Realització de la pantalla,40,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21004,MP4. Impressió en serigrafia,132,132,14/11/13,,AF2100402,UF2. Impressió en serigrafia amb màquina plana i rotativa,42,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21004,MP4. Impressió en serigrafia,132,132,14/11/13,,AF2100403,UF3. Impressió tèxtil en serigrafia,50,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21005,MP5. Impressió digital,132,132,14/11/13,,AF2100501,UF1. Tractament de la informació digital,25,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21005,MP5. Impressió digital,132,132,14/11/13,,AF2100502,UF2. Preparació de matèries primeres i equips d'impressió digital,29,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21005,MP5. Impressió digital,132,132,14/11/13,,AF2100503,"UF3. Impressió, acabats i manteniment preventiu amb dispositius digitals",45,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21005,MP5. Impressió digital,132,132,14/11/13,,AF2100504,UF4. Retolació amb plotter de tall,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21006,MP6. Preparació de materials per a impressió,231,231,14/11/13,,AF2100601,UF1. Suports paperers,50,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21006,MP6. Preparació de materials per a impressió,231,231,14/11/13,,AF2100602,UF2. Pel·lícules plàstiques i suports no paperers,63,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21006,MP6. Preparació de materials per a impressió,231,231,14/11/13,,AF2100603,UF3. Formes impressores,48,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21006,MP6. Preparació de materials per a impressió,231,231,14/11/13,,AF2100604,UF4. Tintes per a impressió,30,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21006,MP6. Preparació de materials per a impressió,231,231,14/11/13,,AF2100605,UF5. Preparació de tintes,25,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21006,MP6. Preparació de materials per a impressió,231,231,14/11/13,,AF2100606,UF6. Preparació de solucions d'humectació,15,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21007,MP7. Impressió en rotogravat i tampografia,198,198,,26/08/16,AF2100701,UF1. Procés d'impressió en rotogravat,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21007,MP7. Impressió en rotogravat i tampografia,198,198,,26/08/16,AF2100702,UF2. Regulació de la màquina de rotogravat,40,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21007,MP7. Impressió en rotogravat i tampografia,198,198,,26/08/16,AF2100703,UF3. Operacions d' entonació i registre en rotogravat,34,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21007,MP7. Impressió en rotogravat i tampografia,198,198,,26/08/16,AF2100704,UF4. Realització i control de la tirada en rotogravat,58,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21007,MP7. Impressió en rotogravat i tampografia,198,198,,26/08/16,AF2100705,UF5. Impressió en tampografia,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21008,MP8. Processos de laminat,165,165,,26/08/16,AF2100801,UF1. Preparació d'equips i materials pel procés de laminat,25,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21008,MP8. Processos de laminat,165,165,,26/08/16,AF2100802,UF2. Regulació del pas de la bobina en la laminadora,50,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21008,MP8. Processos de laminat,165,165,,26/08/16,AF2100803,UF3. Realització i control de l'aplicació d'adhesiu i laminat,90,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21009,MP9. Processos de conversió,165,165,,26/08/16,AF2100901,UF1. Regulació del pas de la bobina,50,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21009,MP9. Processos de conversió,165,165,,26/08/16,AF2100902,UF2. Regulació del material,55,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21009,MP9. Processos de conversió,165,165,,26/08/16,AF2100903,UF3. Realització i control del tall i rebobinat,60,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21010,MP10. Formació i orientació laboral,99,99,14/11/13,,AF2101001,UF1. Incorporació al treball,66,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21010,MP10. Formació i orientació laboral,99,99,14/11/13,,AF2101002,UF2. Prevenció de riscos laborals,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21011,MP11. Empresa e iniciativa emprenedora,66,66,14/11/13,,AF2101101,UF1. Empresa i iniciativa emprenedora,66,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21012,MP12. Anglès tècnic,99,99,,26/08/16,AF2101201,UF1. Anglès tècnic,99,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21013,MP13. Síntesi,66,66,,26/08/16,AF2101301,UF1. Síntesi,66,N,S,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21014,MP14. Formació en centres de treball,119,119,14/11/13,,AF2101401,Formació en centres de treball,119,S,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21015,MP7. Impressió en baix relleu,198,198,26/08/16,,AF2101501,UF1. Procés d'impressió en rotogravat,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21015,MP7. Impressió en baix relleu,198,198,26/08/16,,AF2101502,UF2. Regulació de la màquina de rotogravat,40,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21015,MP7. Impressió en baix relleu,198,198,26/08/16,,AF2101503,UF3. Operacions d' entonació i registre en rotogravat,34,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21015,MP7. Impressió en baix relleu,198,198,26/08/16,,AF2101504,UF4. Realització i control de la tirada en rotogravat,58,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21015,MP7. Impressió en baix relleu,198,198,26/08/16,,AF2101505,UF5. Impressió en tampografia,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21016,MP8. Processos de laminat,132,132,26/08/16,,AF2101601,UF1. Preparació d'equips i materials pel procés de laminat,25,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21016,MP8. Processos de laminat,132,132,26/08/16,,AF2101602,UF2. Regulació del pas de la bobina en la laminadora,50,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21016,MP8. Processos de laminat,132,132,26/08/16,,AF2101603,UF3. Realització i control de l'aplicació d'adhesiu i laminat,57,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21017,MP9. Processos de conversió,132,132,26/08/16,,AF2101701,UF1. Regulació del pas de la bobina,42,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21017,MP9. Processos de conversió,132,132,26/08/16,,AF2101702,UF2. Regulació del material,42,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21017,MP9. Processos de conversió,132,132,26/08/16,,AF2101703,UF3. Realització i control del tall i rebobinat,48,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21018,MP12. Anglès tècnic,132,132,26/08/16,,AF2101801,UF1. Anglès tècnic,99,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21018,MP12. Anglès tècnic,132,132,26/08/16,,AF2101802,UF2. Anglès aplicat al converting,33,N,N,N,N
CFPM    AF21,Impressió gràfica (converting),21,2000,14/11/13,,AF21019,MP13. Síntesi,99,99,26/08/16,,AF2101901,UF1. Síntesi,99,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30001,MP1. Guillotinat i plegat ,198,198,17/06/14,,AF3000101,UF1. Preparació de la guillotina,50,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30001,MP1. Guillotinat i plegat ,198,198,17/06/14,,AF3000102,UF2. Realització i control del tall,38,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30001,MP1. Guillotinat i plegat ,198,198,17/06/14,,AF3000103,UF3. Preparació de la plegadora,60,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30001,MP1. Guillotinat i plegat ,198,198,17/06/14,,AF3000104,UF4. Realització i control del plegat,50,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30002,MP2. Enquadernació en grapa,99,99,17/06/14,,AF3000201,UF1. Preparació del tren de grapat,50,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30002,MP2. Enquadernació en grapa,99,99,17/06/14,,AF3000202,UF2. Preparació de la guillotina trilateral,20,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30002,MP2. Enquadernació en grapa,99,99,17/06/14,,AF3000203,UF3. Realització i control de l'enquadernació en grapa.,29,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30003,MP3. Enquadernació en rústica i tapa dura,165,198,17/06/14,,AF3000301,UF1. Procés d'alçada i cosit,33,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30003,MP3. Enquadernació en rústica i tapa dura,165,198,17/06/14,,AF3000302,UF2. Realització i control de l'enquadernació en rústica,66,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30003,MP3. Enquadernació en rústica i tapa dura,165,198,17/06/14,,AF3000303,UF3. Realització i control de l'enquadernació en tapa,66,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30004,MP4. Encunyat,165,198,17/06/14,,AF3000401,UF1. Preparació de l'encuny,20,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30004,MP4. Encunyat,165,198,17/06/14,,AF3000402,UF2. Regulació del pas del suport,20,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30004,MP4. Encunyat,165,198,17/06/14,,AF3000403,UF3. Preparació de la contrapartida i el cos expulsor,45,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30004,MP4. Encunyat,165,198,17/06/14,,AF3000404,UF4. Realització de l'arranjament,45,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30004,MP4. Encunyat,165,198,17/06/14,,AF3000405,UF5. Realització i control de l'encunyament,35,N,N,N,N
CFPM    AF30,Postimpressió i acabats gràfics,00,2000,17/06/14,,AF30005,MP5. Impressió en flexografia,132,132,17/06/14,,AF3000501,UF1. Preparació de la màquina de flexografia,60,N,N,N,N
